,content,at,score
13552,"This game is not best but good. If you want tochange your life... Don't play this game,👌",2021-02-13 06:16:13,3
13553,I have been playing this game for Years. I keep on uninstalling it but i don't know what makes me download it again n again.,2022-02-16 14:09:08,5
13554,Poweresh💥🤟,2022-02-17 01:58:12,5
13555,already played the game for more than 5years with 3 or more accounts. i have 3 now actively playing and trying to recover my 4rth account but your system says im phishing while i gave the correct informations. you should fix your system more.,2021-08-08 06:59:31,2
13556,Auto back problem,2022-03-01 15:58:52,1
13557,Update doesn't work. Waste of money game.,2021-06-15 20:10:23,1
13558,Gooog niiiiiice loveeeeeeeableeeeee game. I like it.,2021-05-02 06:32:39,4
13559,Good,2022-02-16 13:50:36,5
13560,Good game,2021-08-17 09:47:49,3
13561,good game,2022-02-04 23:11:15,5
13562,this game is excellent but they banned my id when the clanwar league is start and i'm the leader of that clan so i'm very angry for that,2021-12-29 10:35:38,4
13563,Very nice,2021-09-27 12:00:49,4
13564,Nice,2022-02-16 14:20:09,5
13565,I can't log in.. In my account ..everytime I open my account.. He said you have lost connection with the sever.. Even though my cgnal strength,2021-09-26 15:10:07,1
13566,why stop loading i open it to my game,2021-04-10 14:38:33,1
13567,Good.,2022-02-18 03:30:30,5
13568,Clash our 🏠,2022-01-26 09:09:35,5
13569,Clash of clans ke under kyun nahi jane diya,2021-08-09 02:58:01,1
13570,Nice game!,2022-02-13 10:40:17,5
13571,Good,2022-02-26 19:38:19,5
13572,Takes too long to upgrade something,2021-10-17 02:53:59,1
13573,Good game,2022-03-02 16:20:25,5
13574,Its does nothing but keeps me busy🖤,2021-06-15 10:12:58,4
13575,Nice game,2021-09-10 15:04:45,4
13576,Wow sangat bagusss🤩🤩,2022-02-03 08:35:13,5
13577,The worst step was taken by supercell that they remove world chat,2021-11-14 04:54:02,1
13578,I hope this is the best game i have ever played and it truly is just try it,2021-03-15 12:37:18,4
13579,Fantastic,2021-02-09 05:19:44,4
13580,Love it 😀,2022-03-09 07:43:27,5
13581,DISAPPOINTED ON HOW THEY GAVE UP MY COMPANY TO RANDOM PEOPLE. THIS IS NOT THE SAME GAME. Do Not Invest $$$ here.,2021-06-15 16:08:31,1
13582,Are bhai maine kaha tha war league kuch intersting karne ko lekhin tumne kya kiya th14 our kuch diwano ki tarah kuch bhi upadate de diya 😡😡😡😡😡,2021-04-12 12:58:44,1
13583,Excellent,2022-02-17 12:22:59,5
13584,Coc,2021-01-30 07:54:44,1
13585,FPS DROPS,2021-06-15 10:13:06,1
13586,It's so nice to play this game,2022-01-06 23:33:47,3
13587,Whenever I am trying to open the game it says that update is available but there isn't any update and I am not able to play it,2021-06-15 20:05:02,1
13588,Fix your servers,2022-01-31 08:13:30,3
13589,Worst,2021-09-08 03:50:27,1
13590,Good game,2021-10-24 09:03:27,4
13591,Not bad,2021-07-25 04:24:45,1
13592,Nice Game,2021-03-11 16:01:03,4
13593,Okk,2021-08-27 09:54:16,4
13594,I use updated app but its alway show update your game . worst service,2021-09-27 17:01:01,1
13595,Certi,2022-02-16 13:22:02,5
13596,I like this game,2021-10-10 19:36:26,4
13597,Better Gamas,2022-02-17 04:09:39,5
13598,NEVER DOWNLOAD THIS GAME. ITS NOT FUN ANYMORE. THEY REMOVED GLOBAL CHAT AND ITS JUST REALLY BAD NO,2022-02-03 07:23:45,1
13599,Dvophv7dvd u dv guy dv u y dt79s by y,2022-02-13 12:28:25,5
13600,Very awesome,2021-06-16 02:20:19,4
13601,Poor game,2021-10-26 02:39:15,1
13602,Best game,2021-03-31 03:45:30,3
13603,Noice game,2022-02-18 12:11:12,5
13604,It's a good and old game because I think that's enough for town hall level.,2021-04-14 21:00:44,4
13605,Good game,2021-09-27 12:05:10,1
13606,"g te te BM bb np,ui",2021-06-16 07:10:02,3
13607,It's supper cool and annoying at the same time but it's more fun😏,2021-10-18 21:30:00,1
13608,Nice app,2021-01-04 13:09:08,3
13609,#Wewantglobalchatback,2021-12-25 01:23:08,1
13610,We Need Bd Flag Please 🇧🇩,2022-01-27 06:50:45,1
13611,Nice,2022-02-21 07:41:27,5
13612,This game is very fun but when you accidentally hit one of the objects it just completely screws everything up. Besides that the game is awesome.,2021-02-12 21:46:17,4
13613,amogus,2022-02-16 13:45:48,5
13614,It is awesome. My town hall level is 9. Clan is (Malwa Belt),2022-03-14 15:00:05,5
13615,It vood,2022-01-23 13:41:10,5
13616,Por un momento dije a que fome sera este juego y me encanto........,2022-02-18 14:35:01,1
13617,It is very good Games,2022-02-16 19:36:13,5
13618,Jk Rakib,2021-10-11 16:25:20,1
13619,The game is great and strategic lets me enhance my mind in stratigies,2022-02-17 10:38:34,5
13620,"The builder base glitch is exaggerating i just deployed all my troops but the replay shows only some of it even though i deployed it all. I watched the replay and it doesnt show the whole battle replay it didnt let me watch when im deploying all my troops it just froze and did not deployed any. Also fix the match making, match us with someone who is the same builder level with us😡",2021-02-23 05:46:43,3
13621,The Worst Management Account,2021-06-20 13:14:27,1
13622,Week of waiting,2022-02-13 21:14:27,1
13623,Reasons Why Many People Quited CoC 1. They Removed Public Chat (Pretty Lonely) 2.Some People Is Impatience The Upgrade Took Days. 3.When U Type A Players Name It Wont Show Up 4. (Most Importantly) When U Delete CoC U Will Not Save Ur Progress (Unless Supercell ID) Somepeople Dont Know How To Make That Account (Even Me) Ty For Reading,2021-05-16 14:08:56,4
13624,Good app since it was release keep it up Supercell,2022-02-13 15:20:54,5
13625,funny,2022-02-17 15:58:08,5
13626,Not Working in my Phone . Only Crashing while Opening 😭😭,2021-09-27 09:02:27,1
13627,nice game. Loved it!,2022-02-16 17:20:32,5
13628,Nice,2022-03-01 04:35:32,3
13629,I love this game,2022-02-04 05:23:38,5
13630,Good games but there's need more gems for the rewards to enjoy more players,2022-02-28 04:11:35,4
13631,Good,2022-03-05 08:24:59,3
13632,Not opening in my vivo 1820,2021-09-20 03:24:03,1
13633,"This game can be fun if you put some thought into what you're doing and the consequences that will come from your strategies, and if you're not looking for a game to just and play for a long sit, rather to pick up for a couple minutes several times throughout a day. Otherwise you will be dissapointed as you are forced to wait for constructions to build and armies to train. Good enough fun!!!",2022-01-28 12:45:11,4
13634,Mejj.,2021-03-30 16:31:57,4
13635,Good,2022-02-28 17:11:26,5
13636,updated the new version and after that i cant play the game its shows new update is available and im stuck in that loop,2021-06-15 15:55:45,1
13637,Nice game,2022-03-03 13:24:42,5
13638,Please solve my black screen plz 😭😭😭😭,2021-07-06 03:57:41,1
13639,I can't open my coc why supercell,2021-10-22 15:08:53,3
13640,Nice,2022-02-17 10:58:35,4
13641,Good,2022-03-05 09:06:47,5
13642,"Bring back global chat ,because of global chay removal lot of players left coc",2022-03-03 11:27:38,1
13643,Very good,2022-02-17 15:09:20,4
13644,Lowering stars till fair game play is a thing in clash royale will do so every month starting October,2022-02-22 20:19:02,2
13645,bekar,2021-07-29 06:54:12,2
13646,"I love this game but need 3 village, Town hall 15 , New defences, new resources , new tropes and new builder",2022-02-08 07:52:43,5
13647,Nice game,2021-04-12 10:19:38,4
13648,Good game,2022-02-16 16:17:55,5
13649,Love this game,2022-02-23 12:39:46,5
13650,How to get life time pro or gold or platenium pass ? So I can get best better and bestes achievement ever. Tell me the costs,2022-03-14 18:38:10,5
13651,This is the best game I have ever played,2021-08-27 06:27:53,4
13652,This game sucks,2022-02-18 02:36:30,5
13653,Happy,2021-04-12 11:16:23,4
13654,It's good,2022-02-12 03:15:10,5
13655,Much adventures game i played,2021-04-12 16:38:32,4
13656,Good,2022-01-31 07:56:39,5
13657,Always DC,2022-02-16 15:37:47,2
13658,Put something new in TH 10,2021-12-26 14:15:38,2
13659,Great Game And Mind Relaxing 👌👌,2022-02-16 20:02:10,5
13660,Good,2022-01-31 12:02:14,5
13661,Super,2021-06-15 12:21:37,4
13662,So good,2022-02-24 15:41:07,5
13663,Beautiful,2022-02-17 02:13:31,5
13664,i just wish Global chat is back.,2020-12-11 04:24:37,3
13665,Good job. Keep it up. 😊👍,2021-06-24 14:07:37,4
13666,Good play,2022-02-24 06:25:38,3
13667,I have been playing coc for years and I like it,2021-09-27 14:30:10,4
13668,Maza nhi ayaa....,2020-12-15 12:20:05,2
13669,Childhood live,2022-02-16 14:39:36,5
13670,Great,2022-02-16 15:58:27,5
13671,Good,2021-07-04 15:33:04,3
13672,I like this game....,2021-06-18 18:12:30,4
13673,Yeah it's very good game I like the strategic game like coc and I hope super cell make new games like coc,2022-02-19 07:50:04,5
13674,Es mui buen juego pero co está actualización lo hecharon a perder ya no me deja jugar i tampoco me deja actualizar.,2022-02-16 15:39:09,1
13675,Update not working,2021-09-27 13:59:33,3
13676,Good,2020-12-22 14:43:49,4
13677,Good,2021-07-27 13:28:53,4
13678,Ameging,2021-01-09 02:22:07,4
13679,I really like this games since 2017 but now i try to install it but its always crush pls fix this,2021-12-08 17:33:55,2
13680,This is brilliant game🤩🤩,2021-04-03 15:17:58,1
13681,I loved it😊,2022-02-16 15:27:05,4
13682,Nic,2021-02-15 09:14:05,1
13683,All time favourite ☺️,2022-02-20 16:57:57,5
13684,Can you add builder base resources in season bank too plz It's very hard to max our bh🙏🙏,2022-02-16 09:32:57,5
13685,Nostalgic and fair,2022-02-16 17:31:10,4
13686,Fun game but upgrade times are ridiculously and cost too may gems to fast track.,2021-04-13 16:22:22,4
13687,Progress is still very slow at high town hall levels. Server always locks up at the first of the month and rips you off for all your monthly gains. If you do not spend money they make your game connection frustrating and really just don't care......It's all about the money! You can not enjoy this game when the connection is based on how much you spend.,2021-01-01 18:33:56,2
13688,"I love this game but now,it opposite of it .becasue im stuck at loading area ,i cannot open any of my 5 acc and when i log in im reconect again.i missed my attack in war and i missed that i wake up in 5 am to see my base pls. Fix it",2022-02-04 08:09:54,1
13689,Ganda ng games,2022-02-09 01:16:26,5
13690,It's my 4th year that I'm playing this game still same love and same passion for this game🔥,2022-02-19 23:06:55,5
13691,Weee,2021-10-10 14:17:11,3
13692,Please bring back global chat and reduce the cost of walls by at least half.,2021-06-15 11:48:13,3
13693,"Good fun, but be willing to spend alot of money if you want to play",2021-04-13 13:22:19,4
13694,"Really, i used to play this game in 2016-2017 and i lost that id but i made another and Started to play again but really supercell evertime i attack any opponent I'm in th7 and if i attack th7 it only gives me 7-10 trophies everytime i attack even if i attack th 8 it'll only give less than 15 stars and everytime i get attacked i lost 30-33 trophies everytime idk if this is problem of game or any other thing Im thinking not to play this game again",2022-01-31 10:52:16,3
13695,Why Did You Add Pet Hero,2021-11-13 09:40:42,3
13696,ONE STAR LESS FOR NO OPTION TO TRANSFER ACOUNT OF ONE GMAIL TO ANOTHER GMAIL,2021-12-06 09:11:11,4
13697,Super cell is not sending verification code to my mail,2021-09-21 14:34:34,2
13698,It is realy a good game for free time,2021-05-30 06:58:20,4
13699,Its my day 2 and still the game is not opening. I didn't expect such a bad start.,2021-04-20 03:58:35,1
13700,Hmm fair.,2021-06-08 13:25:27,1
13701,game kon,2022-03-14 14:18:48,1
13702,Nice game,2021-04-18 00:42:38,4
13703,Nice,2021-04-25 13:11:58,4
13704,The game does not open in my mobile. It always kicks out. How do I fix it?,2022-02-17 03:41:49,1
13705,My best game,2021-02-01 13:08:21,4
13706,We love this game,2022-02-16 14:30:31,5
13707,"Always disconnects from the server. Its not like this back in the days. Today its always disconnects,. So frustrating specially during an attack",2022-02-18 09:40:50,1
13708,Ok,2022-01-28 08:54:29,5
13709,❤️❤️❤️,2022-03-03 18:39:54,5
13710,So very nice game I love game,2022-03-04 02:12:48,5
13711,Nice,2022-01-19 10:32:10,5
13712,Very good game,2022-02-20 14:09:35,5
13713,We been trying to have a war but its not letting us. It's been searching for 6 hrs 10 hours and a days. Is anyone else having this issue.,2022-03-10 12:13:47,4
13714,Good,2021-09-18 16:28:40,3
13715,Osm game 22 4 21 play,2021-04-29 10:22:41,3
13716,Plzz back to global chat...,2022-02-16 14:42:45,2
13717,❤❤,2021-12-12 08:17:07,4
13718,This is my favorite game,2020-12-13 05:07:27,4
13719,Its very good but can you fix the Friendly Challenge.,2021-10-02 15:16:08,4
13720,"I really like this game but I lost my 5,00,000 gems because of some severe cases and I complain about this but no response come from supercell company.",2020-12-24 18:13:40,1
13721,I love this game,2022-02-20 07:24:28,5
13722,Haha,2022-01-22 07:34:16,1
13723,"I am playing since a long period of time, it's an okay game to play.",2021-08-05 17:57:45,4
13724,😊👍,2021-02-27 20:11:37,3
13725,This game is good,2022-02-16 22:20:07,3
13726,Improve village where we can make it extend or add more another village than one except the builder base🥺,2021-09-27 11:50:38,3
13727,Quick loading game. Good so far.,2021-09-20 08:05:12,4
13728,Liked it,2022-02-16 15:45:19,4
13729,It is Good.,2022-02-16 15:36:48,3
13730,Gg,2022-02-11 16:22:40,5
13731,Nice game but it if our id lost it we can get please give my is back town hall 8 name ifraz please this only problem and all are better and Create town hall 15 better please,2021-08-27 08:52:07,4
